Timestamp,URL,Instagram Handle,Title,Meta Description,Robots.txt Exists,Sitemap Found,H1 Tags,Followers,Following,Posts
2025-04-15 11:42:31.219935,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",235,163,20
2025-04-15 11:43:28.186530,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",235,163,20
2025-04-15 12:06:22.271758,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",235,163,20
2025-04-15 12:08:08.199061,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",235,163,20
2025-04-15 12:14:55.871246,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",235,163,20
2025-04-15 12:17:04.754743,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",235,163,20
2025-04-15 12:17:41.105150,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",235,163,20
2025-04-15 15:30:29.031826,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",236,163,20
2025-04-15 15:41:00.318928,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",236,163,20
2025-04-15 15:51:47.658142,https://www.chapterhostels.com/,chapterhostels,"Chapter Hostels | best hostel in san francisco | 1533 Franklin Street, San Francisco, CA, USA","Chapter Hostels was born from turning the page and beginning anew. Chapter San Francisco is a minimal base hostel for international travelers, digital nomads, and the tech community to experience the city without breaking the bank. Snooze. Refresh. Explore top hostels in SF!",True,https://www.chapterhostels.com/sitemap.xml,"['Hostels', 'Chapter Hostels']",236,163,20
